titles,links,prices,discounts,countReviews,countSales
"Đầm babydoll tay phồng hoa nhí style Hàn Quốc, váy tiểu thư dáng suông cổ bèo chất voan tôn dáng",https://www.lazada.vn/products/dam-babydoll-tay-phong-hoa-nhi-style-han-quoc-vay-tieu-thu-dang-suong-co-beo-chat-voan-ton-dang-i2721170068.html,149000,Voucher giảm 38%,11,52
[ Miễn phí ship ] Đầm tiểu thư tay phồng đầm cổ yếm đầm cổ vuông đầm công chúa đầm đi tiệc nữ cột dây đầm cổ yếm đầm chữ A sang chảnh,https://www.lazada.vn/products/mien-phi-ship-dam-tieu-thu-tay-phong-dam-co-yem-dam-co-vuong-dam-cong-chua-dam-di-tiec-nu-cot-day-dam-co-yem-dam-chu-a-sang-chanh-i1860360561.html,88000,Voucher giảm 32%,18,363
"(HCM) Đầm xoè voan chiffoan hàng cao cấp thời trang hàn quốc siêu xinh xắn , tiểu thư hàn quốc EL STORE",https://www.lazada.vn/products/hcm-dam-xoe-voan-chiffoan-hang-cao-cap-thoi-trang-han-quoc-sieu-xinh-xan-tieu-thu-han-quoc-el-store-i1968011107.html,99000,Voucher giảm 50%,16,145
"Đầm Thiết Kế Cổ Yếm Tay Bồng Nơ Đá 2 Lớp, Váy Dáng Xoè Chất Liệu Voan Tơ Sang Chảnh",https://www.lazada.vn/products/dam-thiet-ke-co-yem-tay-bong-no-da-2-lop-vay-dang-xoe-chat-lieu-voan-to-sang-chanh-i2406376626.html,45000,Voucher giảm 50%,111,127
"[ Voucher 50k Freeship Max 0 đồng toàn quốc ] ĐẦM BODY KIỂU TRỄ VAI BÈO NHÚN SANG CHẢNH, VÁY NỮ MÀU TRẮNG TÔN DÁNG THÍCH HỢP DỰ RIỆC ĐI CHƠI, ĐẦM UMI TRỄ VAI CỔ BÈO TIỂU THƯ DÁNG SEXY QUYẾN RŨ mtb",https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quoc-dam-body-kieu-tre-vai-beo-nhun-sang-chanh-vay-nu-mau-trang-ton-dang-thich-hop-du-riec-di-choi-dam-umi-tre-vai-co-beo-tieu-thu-dang-sexy-quyen-ru-mtb-i1964629166.html,45000,Voucher giảm 47%,32,33
"Đầm Tiểu Thư Dự Tiệc Chất Umi Tay Phối, Đầm Nữ Đính Nơ Ngực Sang Trọng",https://www.lazada.vn/products/dam-tieu-thu-du-tiec-chat-umi-tay-phoi-dam-nu-dinh-no-nguc-sang-trong-i2031554776.html,39000,Voucher giảm 51%,46,428
"Váy Trắng tiểu thư cúc bọc 2 màu đi tiệc đi chơi , biển - Đầm cổ vuông dự tiệc tôn dáng 2023",https://www.lazada.vn/products/vay-trang-tieu-thu-cuc-boc-2-mau-di-tiec-di-choi-bien-dam-co-vuong-du-tiec-ton-dang-2023-i1300352029.html,159000,,5,33
V026 Đầm nữ đen trắng cổ nơ xòe 3 tầng cộc tay bồng Váy babydoll BBD tiểu thư công chúa nữ sinh bánh bèo Uzzang,https://www.lazada.vn/products/v026-dam-nu-den-trang-co-no-xoe-3-tang-coc-tay-bong-vay-babydoll-bbd-tieu-thu-cong-chua-nu-sinh-banh-beo-uzzang-i1920328358.html,128000,Voucher giảm 47%,103,130
"Váy trễ vai bèo 3 tầng dây chéo cổ chất tafta đính ngọc hồ điệp trắng đen, Đầm dự tiệc dáng xoè chữ A tiểu thư hàn quốc, AMEE2 SHOP",https://www.lazada.vn/products/vay-tre-vai-beo-3-tang-day-cheo-co-chat-tafta-dinh-ngoc-ho-diep-trang-den-dam-du-tiec-dang-xoe-chu-a-tieu-thu-han-quoc-amee2-shop-i2488424476.html,129000,Voucher giảm 50%,9,50
"(HCM) Đầm voan hoa nhí nhẹ nhàng xinh xắn thiết kế sang trọng , sành điệu - tiểu thư hàn quốc cho các quý cô nương MẪU MỚI NHẤT HIÊN NAY",https://www.lazada.vn/products/hcm-dam-voan-hoa-nhi-nhe-nhang-xinh-xan-thiet-ke-sang-trong-sanh-dieu-tieu-thu-han-quoc-cho-cac-quy-co-nuong-mau-moi-nhat-hien-nay-i2270444376.html,245000,Voucher giảm 50%,26,163
Váy ngủ sexy ren xuyên thấu cài ngực trước gợi cảm đầm tiểu thư 2 dây hở lưng tặng chip xẻ đáy dễ thương BIKI HOUSE N148 - HCM,https://www.lazada.vn/products/vay-ngu-sexy-ren-xuyen-thau-cai-nguc-truoc-goi-cam-dam-tieu-thu-2-day-ho-lung-tang-chip-xe-day-de-thuong-biki-house-n148-hcm-i2227562439.html,99000,Voucher giảm 34%,2,46
"(Miễn phí ship 2022) Đầm Tiểu Thư Dự Tiệc Màu Trắng, Đầm Xoè Tiểu Thư Dự Tiệc, Váy Công Chúa, Đầm Tay Phồng, Đầm Nữ Cổ Vuông Màu Trắng, Đầm Nữ Hot ,Đầm Tiểu Thư Xinh Xắn",https://www.lazada.vn/products/mien-phi-ship-2022-dam-tieu-thu-du-tiec-mau-trang-dam-xoe-tieu-thu-du-tiec-vay-cong-chua-dam-tay-phong-dam-nu-co-vuong-mau-trang-dam-nu-hot-dam-tieu-thu-xinh-xan-i1940796833.html,35000,Voucher giảm 61%,2,19
[Freeship 2023] Đầm váy nữ lụa hoa nhún ngực với tone màu xinh xắn dành cho các nàng -Váy đầm nữ dáng xòe họa tiết hoa nhí bo chun phong cách tiểu thư thanh lịch,https://www.lazada.vn/products/freeship-2023-dam-vay-nu-lua-hoa-nhun-nguc-voi-tone-mau-xinh-xan-danh-cho-cac-nang-vay-dam-nu-dang-xoe-hoa-tiet-hoa-nhi-bo-chun-phong-cach-tieu-thu-thanh-lich-i2346685358.html,59000,Voucher giảm 34%,24,332
Đầm nữ Váy tiểu thư thiết kế theo phong cách hàn quốc thanh lịch nhẹ nhàng 3 màu trắng xanh cam,https://www.lazada.vn/products/dam-nu-vay-tieu-thu-thiet-ke-theo-phong-cach-han-quoc-thanh-lich-nhe-nhang-3-mau-trang-xanh-cam-i1976916427.html,79000,Voucher giảm 58%,25,67
"Váy tiểu thư dự tiệc trễ vai đính nơ cao cấp,chất tafta phối lưới lên form cực xinh ANH FASHION V127",https://www.lazada.vn/products/vay-tieu-thu-du-tiec-tre-vai-dinh-no-cao-capchat-tafta-phoi-luoi-len-form-cuc-xinh-anh-fashion-v127-i2766588850.html,70000,,21,56
"[Ưu đãi voucher 50k freeship]  Đầm đi tiệc phối lông vũ cổ vuông sang chảnh, váy tiểu thư chữ A mặc đi đám cưới tay áo cánh tiên",https://www.lazada.vn/products/uu-dai-voucher-50k-freeship-dam-di-tiec-phoi-long-vu-co-vuong-sang-chanh-vay-tieu-thu-chu-a-mac-di-dam-cuoi-tay-ao-canh-tien-i2132241222.html,59000,,16,65
Váy nữ đầm nữ váy tiểu thư đầm tiểu thư thắt nơ lưng tay phồng chiết eo dáng xòe V01T,https://www.lazada.vn/products/vay-nu-dam-nu-vay-tieu-thu-dam-tieu-thu-that-no-lung-tay-phong-chiet-eo-dang-xoe-v01t-i1536755750.html,89000,Voucher giảm 50%,72,251
[Voucher 50k Freeship Max 0 đồng toàn quốc] Đầm voan tiểu thư cột nơ eo màu trắng dễ thương đầm bánh bèo xòe tầng Hàn Quốc váy xòe cổ vuông đáng yêu,https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quoc-dam-voan-tieu-thu-cot-no-eo-mau-trang-de-thuong-dam-banh-beo-xoe-tang-han-quoc-vay-xoe-co-vuong-dang-yeu-i2160634113.html,59000,,20,157
"Đầm maxi cổ vuông tay dài sang chảnh, váy đi tiệc trẻ trung, váy babydoll tay phồng tiểu thư",https://www.lazada.vn/products/dam-maxi-co-vuong-tay-dai-sang-chanh-vay-di-tiec-tre-trung-vay-babydoll-tay-phong-tieu-thu-i1943933869.html,49000,Voucher giảm 38%,2,6
Đầm dự tiệc cưới mẫu mới chất vải gấm hoa cổ yếm sang chảnh váy tiểu thư màu trắng dáng xòe midi thanh lịch,https://www.lazada.vn/products/dam-du-tiec-cuoi-mau-moi-chat-vai-gam-hoa-co-yem-sang-chanh-vay-tieu-thu-mau-trang-dang-xoe-midi-thanh-lich-i2607730206.html,169000,Voucher giảm 43%,146,411
[ Flash voucher 50k Mẫu Mới 2023 ] Đầm tiểu thư vải nhung phối tay phồng voan cột nơ cổ dễ thương váy đi tiệc Hàn Quốc sang chảnh,https://www.lazada.vn/products/flash-voucher-50k-mau-moi-2023-dam-tieu-thu-vai-nhung-phoi-tay-phong-voan-cot-no-co-de-thuong-vay-di-tiec-han-quoc-sang-chanh-i2166981457.html,59000,,5,28
[Voucher 50k Freeship Max 0 đồng toàn quốc] Đầm đi tiệc gấm hoa nổi xòe bồng đơn giản mặc đi đám cưới váy tiểu thư tay phồng cổ vuông đầm xòe dáng dài bán shop như hình,https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quoc-dam-di-tiec-gam-hoa-noi-xoe-bong-don-gian-mac-di-dam-cuoi-vay-tieu-thu-tay-phong-co-vuong-dam-xoe-dang-dai-ban-shop-nhu-hinh-i2089237358.html,69000,,8,27
"[Voucher 50k Freeship Max 0 đồng toàn quốc] Đầm hoa nhí babydoll mặc đi chơi dễ thương, đầm hoa form rộng, đầm bầu, đầm hoa bánh bèo cổ tròn, váy tiểu thư Hàn Quốc đáng yêu",https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quoc-dam-hoa-nhi-babydoll-mac-di-choi-de-thuong-dam-hoa-form-rong-dam-bau-dam-hoa-banh-beo-co-tron-vay-tieu-thu-han-quoc-dang-yeu-i2055427391.html,69000,,5,31
"Váy babydoll 2 dây nữ chun ngực dáng ngắn dễ thương, Đầm tiểu thư 2 dây suông bánh bèo thời trang ulzzang, Váy xuông bánh bèo cực xinh - LAMASS",https://www.lazada.vn/products/vay-babydoll-2-day-nu-chun-nguc-dang-ngan-de-thuong-dam-tieu-thu-2-day-suong-banh-beo-thoi-trang-ulzzang-vay-xuong-banh-beo-cuc-xinh-lamass-i2342392148.html,69000,Voucher giảm 50%,112,830
"(Tặng Kèm 2 Tay Dời ) Đầm Nữ, Váy Ngắn Nữ Hở Lưng Body Sexy Tay Dời Ôm Eo Dây Xích Gợi Cảm, Quyến Rũ, Đầm Nữ Tiểu Thư Đẹp Dự Tiệc, Đi Chơi, Đi Bar, Sang Trọng, Váy Nữ Thời Trang Hàn Quốc, Quảng Châu, Cao Cấp, Giá Rẻ",https://www.lazada.vn/products/tang-kem-2-tay-doi-dam-nu-vay-ngan-nu-ho-lung-body-sexy-tay-doi-om-eo-day-xich-goi-cam-quyen-ru-dam-nu-tieu-thu-dep-du-tiec-di-choi-di-bar-sang-trong-vay-nu-thoi-trang-han-quoc-quang-chau-cao-cap-gia-re-i2255313700.html,139000,Voucher giảm 50%,6,20
"Váy dự tiệc trễ vai 2 dây dáng xòe chữ A chất tafta phối nơ ren lông dày dặn màu trắng, đầm tiểu thư trắng sang chảnh đi chơi đám cưới, AMEE2",https://www.lazada.vn/products/vay-du-tiec-tre-vai-2-day-dang-xoe-chu-a-chat-tafta-phoi-no-ren-long-day-dan-mau-trang-dam-tieu-thu-trang-sang-chanh-di-choi-dam-cuoi-amee2-i2361980003.html,129000,Voucher giảm 50%,90,296
[ẢNH THẬT/SẴN] Váy 2 dây ren trắng tiểu thư điệu đà đi biển đi chơi,https://www.lazada.vn/products/anh-thatsan-vay-2-day-ren-trang-tieu-thu-dieu-da-di-bien-di-choi-i1970026112.html,35000,Voucher giảm 30%,21,27
váy trễ vai trắng tay bồng dáng dài đầm trễ vai tiểu thư dự tiệc màu trắng_đi chơi đi dự tiệc,https://www.lazada.vn/products/vay-tre-vai-trang-tay-bong-dang-dai-dam-tre-vai-tieu-thu-du-tiec-mau-trang_di-choi-di-du-tiec-i1594709314.html,70000,Voucher giảm 42%,17,85
Đầm tiểu thơ xinh xắn HOT TREND Váy trắng dáng xòe cổ vuông hàn quốc siêu xinh cho nàng hàng thiết kế - Váy tiểu thư công chúa đi tiệc đi chơi đi biển du lịch - FASHION V79,https://www.lazada.vn/products/dam-tieu-tho-xinh-xan-hot-trend-vay-trang-dang-xoe-co-vuong-han-quoc-sieu-xinh-cho-nang-hang-thiet-ke-vay-tieu-thu-cong-chua-di-tiec-di-choi-di-bien-du-lich-fashion-v79-i2200639508.html,99000,Voucher giảm 50%,4,14
Váy babydoll voan tơ 2 lớp kiểu dáng hàn quốc ulzzang xèo bồng công chúa tiểu thư bánh bèo dễ thương siêu sang siêu hot,https://www.lazada.vn/products/vay-babydoll-voan-to-2-lop-kieu-dang-han-quoc-ulzzang-xeo-bong-cong-chua-tieu-thu-banh-beo-de-thuong-sieu-sang-sieu-hot-i1982913788.html,90000,Voucher giảm 50%,1,12
"Váy Áo trễ vai thắt nơ tay bồng chất voan tơ dài tay công chúa, Đầm babydoll nữ hở vai xoè bồng bềnh tiểu thư hàn quốc ulzzang,ASEE SHOP",https://www.lazada.vn/products/vay-ao-tre-vai-that-no-tay-bong-chat-voan-to-dai-tay-cong-chua-dam-babydoll-nu-ho-vai-xoe-bong-benh-tieu-thu-han-quoc-ulzzangasee-shop-i2627633426.html,139000,Voucher giảm 50%,1,7
[Ưu Đãi Voucher 50k Freeship] Đầm tiểu thư bánh bèo chất nhung cứng siêu hot Đầm dáng dài qua gối thiết kế thanh lịch nhẹ nhàng kiểu dáng công sở Đầm cổ sơ mi cột nơ tay dài bồng xinh xắn,https://www.lazada.vn/products/uu-dai-voucher-50k-freeship-dam-tieu-thu-banh-beo-chat-nhung-cung-sieu-hot-dam-dang-dai-qua-goi-thiet-ke-thanh-lich-nhe-nhang-kieu-dang-cong-so-dam-co-so-mi-cot-no-tay-dai-bong-xinh-xan-i2162572132.html,59000,Voucher giảm 40%,2,7
Sét váy tiểu thư in chữ Island tay phối nơ + chân váy xếp ly,https://www.lazada.vn/products/set-vay-tieu-thu-in-chu-island-tay-phoi-no-chan-vay-xep-ly-i2968254465.html,89000,Voucher giảm 40%,3,11
"Set Đầm Tiểu Thư 2 Món Gồm Áo Thun Tăm Nơ Cổ Xẻ Tà + Chân Váy Dáng Dài Sang Chảnh, QUYN.048",https://www.lazada.vn/products/set-dam-tieu-thu-2-mon-gom-ao-thun-tam-no-co-xe-ta-chan-vay-dang-dai-sang-chanh-quyn048-i2736101371.html,49900,Voucher giảm 50%,34,87
Set áo voan tiểu thư công chúa kèm chân váy dập dưới xinh,https://www.lazada.vn/products/set-ao-voan-tieu-thu-cong-chua-kem-chan-vay-dap-duoi-xinh-i1876817458.html,49000,,60,221
"Sét váy tiểu thư nữ đi tiệc chất xốp hột, áo nữ dài tay cổ V tay loe mix chân váy dài ôm, sét váy nữ đi chơi, sét bộ nữ xinh xắn",https://www.lazada.vn/products/set-vay-tieu-thu-nu-di-tiec-chat-xop-hot-ao-nu-dai-tay-co-v-tay-loe-mix-chan-vay-dai-om-set-vay-nu-di-choi-set-bo-nu-xinh-xan-i2430509241.html,69000,Voucher giảm 30%,7,10
Set Váy Cánh Tiên Babydoll Tiểu Thư Set Váy Kèm Quần Chất Mát Phong Cách Hàn Quốc Lolita Cao Cấp Sang Chảnh,https://www.lazada.vn/products/set-vay-canh-tien-babydoll-tieu-thu-set-vay-kem-quan-chat-mat-phong-cach-han-quoc-lolita-cao-cap-sang-chanh-i2678783845.html,39000,Voucher giảm 61%,45,191
"Set tiểu thư Hàn Quốc áo sơ mi tay phồng cài nút và chân váy xòe màu đen, set basic công sở tôn dáng",https://www.lazada.vn/products/set-tieu-thu-han-quoc-ao-so-mi-tay-phong-cai-nut-va-chan-vay-xoe-mau-den-set-basic-cong-so-ton-dang-i2587395173.html,75000,Voucher giảm 37%,6,33
Set váy tiểu thư bigsize nữ áo tay ngắn cổ thắt nơ tà xẻ chất ruby kèm chân váy bí chất lụa xoa mềm mịn - SET935 (A251+CV413),https://www.lazada.vn/products/set-vay-tieu-thu-bigsize-nu-ao-tay-ngan-co-that-no-ta-xe-chat-ruby-kem-chan-vay-bi-chat-lua-xoa-mem-min-set935-a251cv413-i2878129363.html,129000,Voucher giảm 52%,8,29
Váy tiểu thư dự tiệc maxi tôn eo dáng xòe bồng phối ren lưới dây cổ choker Đầm nữ cúp ngực đính hoa ngực T454G MONOKA,https://www.lazada.vn/products/vay-tieu-thu-du-tiec-maxi-ton-eo-dang-xoe-bong-phoi-ren-luoi-day-co-choker-dam-nu-cup-nguc-dinh-hoa-nguc-t454g-monoka-i2948389217.html,199000,Voucher giảm 46%,55,34
Bộ váy ngủ ren bèo tiểu thư xuyên thấu sexy gợi cảm cosplay hầu gái maid kèm phụ kiện dễ thương đáng yêu BIKI HOUSE N873,https://www.lazada.vn/products/bo-vay-ngu-ren-beo-tieu-thu-xuyen-thau-sexy-goi-cam-cosplay-hau-gai-maid-kem-phu-kien-de-thuong-dang-yeu-biki-house-n873-i2617385071.html,109000,Voucher giảm 27%,1,225
FREESHIP VÁY YẾM BÒ DÁNG DÀI MẪU MỚI BO EO TIỂU THƯ SANG CHẢNH ( CÓ TÁCH SET SƠ MI + YẾM),https://www.lazada.vn/products/freeship-vay-yem-bo-dang-dai-mau-moi-bo-eo-tieu-thu-sang-chanh-co-tach-set-so-mi-yem-i2231035047.html,198200,,20,58
Set Váy Cánh Tiên Babydoll Tiểu Thư Set Váy Kèm Quần Chất Mát Phong Cách Hàn Quốc Lolita Hàng Xưởng MunLive,https://www.lazada.vn/products/set-vay-canh-tien-babydoll-tieu-thu-set-vay-kem-quan-chat-mat-phong-cach-han-quoc-lolita-hang-xuong-munlive-i2665022312.html,39000,Voucher giảm 61%,13,53
[Voucher 50k Freeship Max 0 đồng toàn quốc] ĐẦM MAXI NỮ KIỂU DÁNG VOAN 2 LỚP THIẾT KẾ TIỂU THƯ SANG TRỌNG TINH TẾ ĐẦM DỰ TIỆC DÁNG DÀI SIÊU XINH ĐẦM NỮ VOAN XẾP LY NGỰC TAY PHỒNG ĐẦM TRẮNG VOAN NHÚN NGỰC ÔM EO QUYẾN RŨ MTB,https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quoc-dam-maxi-nu-kieu-dang-voan-2-lop-thiet-ke-tieu-thu-sang-trong-tinh-te-dam-du-tiec-dang-dai-sieu-xinh-dam-nu-voan-xep-ly-nguc-tay-phong-dam-trang-voan-nhun-nguc-om-eo-quyen-ru-mtb-i1986946889.html,109000,Voucher giảm 45%,1,100
[Voucher 50k Freeship Max 0 đồng toàn quốc] Đầm đi tiệc gấm hoa nổi xòe bồng đơn giản mặc đi đám cưới váy tiểu thư tay phồng cổ vuông đầm xòe dáng dài bán shop như hình,https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quoc-dam-di-tiec-gam-hoa-noi-xoe-bong-don-gian-mac-di-dam-cuoi-vay-tieu-thu-tay-phong-co-vuong-dam-xoe-dang-dai-ban-shop-nhu-hinh-i2608073632.html,66000,Voucher giảm 4%,29,26
"Đầm Dự Tiệc Công Chúa 4 Tầng Phối Nơ Ngực, Váy Thiết Kế Rớt Vai Có Mút Ngực",https://www.lazada.vn/products/dam-du-tiec-cong-chua-4-tang-phoi-no-nguc-vay-thiet-ke-rot-vai-co-mut-nguc-i2406438037.html,109900,Voucher giảm 50%,5,5
"Set váy tiểu thư dáng xòe A72 (Kèm tag hoa, kèm áo choàng, có đệm mút) váy 2s nàng thơ sang chảnh phù hợp dự tiệc, dạo phố dành cho nữ - Akara Closet Women Dress Voi Kem",https://www.lazada.vn/products/set-vay-tieu-thu-dang-xoe-a72-kem-tag-hoa-kem-ao-choang-co-dem-mut-vay-2s-nang-tho-sang-chanh-phu-hop-du-tiec-dao-pho-danh-cho-nu-akara-closet-women-dress-voi-kem-i3027132803.html,279000,Voucher giảm 38%,1,7
Đầm đi tiệc caro tay phồng cổ vuông váy tiểu thư Hàn Quốc dáng dài thanh lịch tôn dáng vải đẹp như hình,https://www.lazada.vn/products/dam-di-tiec-caro-tay-phong-co-vuong-vay-tieu-thu-han-quoc-dang-dai-thanh-lich-ton-dang-vai-dep-nhu-hinh-i2204846631.html,69000,,1,152
"(𝐅𝐑𝐄𝐄 𝐒𝐇𝐈𝐏)Váy Bí Trễ Vai Đính Nơ Eo, Đầm Xoè Dáng Ngắn Bồng Bềnh Tiểu Thư Dễ Thương",https://www.lazada.vn/products/vay-bi-tre-vai-dinh-no-eo-dam-xoe-dang-ngan-bong-benh-tieu-thu-de-thuong-i2780079296.html,51350,,1,9
"Đầm tiểu thư tay ngắn cổ bẻ style Hàn Quốc, váy xòe viền bèo chất voan dễ thương",https://www.lazada.vn/products/dam-tieu-thu-tay-ngan-co-be-style-han-quoc-vay-xoe-vien-beo-chat-voan-de-thuong-i2665018248.html,85000,Voucher giảm 47%,44,31
"Đầm đi tiệc chất vải gấm nổi tay phồng màu trắng, váy xòe tiểu thư style Hàn Quốc nữ tính mặc đám cưới",https://www.lazada.vn/products/dam-di-tiec-chat-vai-gam-noi-tay-phong-mau-trang-vay-xoe-tieu-thu-style-han-quoc-nu-tinh-mac-dam-cuoi-i2375364574.html,155000,Voucher giảm 48%,3,10
sét đầm body kèm áo khoác voan cột bung xinh pc dành cho tiểu thư,https://www.lazada.vn/products/set-dam-body-kem-ao-khoac-voan-cot-bung-xinh-pc-danh-cho-tieu-thu-i2146371564.html,49000,,23,19
"Đầm đi tiệc chất vải tapta lạnh cổ choàng, váy chữ A tiểu thư style Hàn Quốc thanh lịch",https://www.lazada.vn/products/dam-di-tiec-chat-vai-tapta-lanh-co-choang-vay-chu-a-tieu-thu-style-han-quoc-thanh-lich-i2475400468.html,75000,Voucher giảm 24%,1,821
"Đầm babydoll tay phồng chấm bi mặc đi biển dễ thương, váy xòe tiểu thư cổ tròn mặc hè thoải mái",https://www.lazada.vn/products/dam-babydoll-tay-phong-cham-bi-mac-di-bien-de-thuong-vay-xoe-tieu-thu-co-tron-mac-he-thoai-mai-i2395927208.html,39000,Voucher giảm 43%,4,40
Váy Tiểu Thư Viền Ngọc Tay Lỡ - Đầm Kiểu Dự Tiệc Có Khóa Kéo Đủ Size,https://www.lazada.vn/products/vay-tieu-thu-vien-ngoc-tay-lo-dam-kieu-du-tiec-co-khoa-keo-du-size-i2103889121.html,169000,Voucher giảm 44%,7,108
"[Ưu Đãi Voucher 50k Freeship] Đầm thời trang cao cấp, Đầm nữ dáng dài cổ kiểu đính nơ tay xếp ly siêu sang xịn, Đầm dáng dài phong cách tiểu thư ôm dáng váy dài xoè xinh xắn",https://www.lazada.vn/products/uu-dai-voucher-50k-freeship-dam-thoi-trang-cao-cap-dam-nu-dang-dai-co-kieu-dinh-no-tay-xep-ly-sieu-sang-xin-dam-dang-dai-phong-cach-tieu-thu-om-dang-vay-dai-xoe-xinh-xan-i2066493328.html,49000,Voucher giảm 45%,63,544
"(ẢNH THẬT) Đầm gấm trắng cổ vuông tay bồng thắt nơ chất gấm xốp hoa nổi- đầm babydoll nữ dáng xòe, đầm nữ xòe, váy nữ học sinh đi học kỷ yếu dự tiệc đi biển dễ thương, đầm công chúa tiểu thư hàn quốc, CLOWE",https://www.lazada.vn/products/anh-that-dam-gam-trang-co-vuong-tay-bong-that-no-chat-gam-xop-hoa-noi-dam-babydoll-nu-dang-xoe-dam-nu-xoe-vay-nu-hoc-sinh-di-hoc-ky-yeu-du-tiec-di-bien-de-thuong-dam-cong-chua-tieu-thu-han-quoc-clowe-i2185326739.html,109000,Voucher giảm 50%,9,29
đầm tiểu thư,https://www.lazada.vn/products/dam-tieu-thu-i2320070456.html,119000,,1,6
Váy tiểu thư chất liệu tuyết mưa cực mềm mịn thoáng mát phối ren cực xinh cho bé đi chơi đi hoc đI tiệc size 10-30kg,https://www.lazada.vn/products/vay-tieu-thu-chat-lieu-tuyet-mua-cuc-mem-min-thoang-mat-phoi-ren-cuc-xinh-cho-be-di-choi-di-hoc-di-tiec-size-10-30kg-i2257976443.html,179000,,1,9
"[Voucher 50k Freeship Max 0 đồng toàn quốc] Set chân váy maxi dài xòe bồng bo eo, áo hai dây croptop, set tiểu thư, set váy mặc hè, set váy mặc đi biển, đầm đi tiệc màu trơn sang chảnh",https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quocset-chan-vay-maxi-dai-xoe-bong-bo-eo-ao-hai-day-croptop-set-tieu-thu-set-vay-mac-he-set-vay-mac-di-bien-dam-di-tiec-mau-tron-sang-chanh-i1949006326.html,69000,,2,9
"Đầm gấm hoa nổi hở lưng sang chảnh đi tiệc, váy tiểu thư cổ yếm hàng cao cấp bán shop, đầm đi đám cưới cột nơ eo",https://www.lazada.vn/products/dam-gam-hoa-noi-ho-lung-sang-chanh-di-tiec-vay-tieu-thu-co-yem-hang-cao-cap-ban-shop-dam-di-dam-cuoi-cot-no-eo-i2230497964.html,59000,,2,5
"Váy Babydoll Tay Lỡ - Đầm Tiểu Thư Trắng Phối Viền Ren Kèm Đai Chất Thô Lụa Mềm, Hàng Đẹp Bán TTTM",https://www.lazada.vn/products/vay-babydoll-tay-lo-dam-tieu-thu-trang-phoi-vien-ren-kem-dai-chat-tho-lua-mem-hang-dep-ban-tttm-i1724644978.html,98900,Voucher giảm 48%,3,8
"Đầm tiểu thư hoa nhí tay phồng cổ vuông, váy xòe style Hàn Quốc dễ thương mặc đi chơi",https://www.lazada.vn/products/dam-tieu-thu-hoa-nhi-tay-phong-co-vuong-vay-xoe-style-han-quoc-de-thuong-mac-di-choi-i2582929556.html,65000,Voucher giảm 34%,5,10
[Voucher 50k Freeship Max 0 đồng toàn quốc] Set tiểu thư áo sơ mi lụa tay phồng cột nơ chân váy tuyết mưa dập ly set áo sơ mi trắng công sở sang chảnh set váy xòe ngắn dễ thương,https://www.lazada.vn/products/voucher-50k-freeship-max-0-dong-toan-quoc-set-tieu-thu-ao-so-mi-lua-tay-phong-cot-no-chan-vay-tuyet-mua-dap-ly-set-ao-so-mi-trang-cong-so-sang-chanh-set-vay-xoe-ngan-de-thuong-i2018462022.html,69000,,1,9
"Chân váy suông form dài nhún tầng thời trang, dáng tiểu thư Vintage chất xịn, đẹp",https://www.lazada.vn/products/chan-vay-suong-form-dai-nhun-tang-thoi-trang-dang-tieu-thu-vintage-chat-xin-dep-i2021818880.html,69000,,5,11
"Đầm babydoll tay phồng caro cổ bèo dễ thương, váy suông tiểu thư style Hàn Quốc mặc ở nhà",https://www.lazada.vn/products/dam-babydoll-tay-phong-caro-co-beo-de-thuong-vay-suong-tieu-thu-style-han-quoc-mac-o-nha-i2478578719.html,65000,Voucher giảm 34%,2,5
"Đầm tiểu thư hoa nhí tay phồng cổ vuông xòe bồng dễ thương, váy vintage nữ tính điệu đà phong cách cổ điển Pháp",https://www.lazada.vn/products/dam-tieu-thu-hoa-nhi-tay-phong-co-vuong-xoe-bong-de-thuong-vay-vintage-nu-tinh-dieu-da-phong-cach-co-dien-phap-i2290184545.html,45000,Voucher giảm 35%,1,7
"( Miễn phí ship 2022 ) Đầm tiểu thư cổ V hoa nhí, đầm maxi đẹp, đầm nữ tay phồng sang chảnh, đầm vintage hoa dáng xòe qua gối, váy nữ đi tiệc hoa nhí phong cách Hàn Quốc",https://www.lazada.vn/products/mien-phi-ship-2022-dam-tieu-thu-co-v-hoa-nhi-dam-maxi-dep-dam-nu-tay-phong-sang-chanh-dam-vintage-hoa-dang-xoe-qua-goi-vay-nu-di-tiec-hoa-nhi-phong-cach-han-quoc-i1905069952.html,39000,Voucher giảm 51%,3,7
HOÀN TIỀN 15% - Đầm hoa nhí tay phồng cổ V phong cách vintage váy xòe tiểu thư mặc đi chơi điệu đà mặc hè,https://www.lazada.vn/products/hoan-tien-15-dam-hoa-nhi-tay-phong-co-v-phong-cach-vintage-vay-xoe-tieu-thu-mac-di-choi-dieu-da-mac-he-i2343928835.html,39000,Voucher giảm 43%,1,32
